week,bing_spend,display_spend,search_spend,dv360_spend,pmax_spend,apple_news_spend,demandgen_spend,fb-ig_spend,twitter_spend,youtube_spend,tiktok_spend,dsp_spend,SB_spend,SD_spend,SPA_spend,fincast_spend,bing_impression,display_impression,search_impression,dv360_impression,pmax_impression,apple_news_impression,demandgen_impression,fb-ig_impression,twitter_impression,youtube_impression,tiktok_impression,dsp_impression,SB_impression,SD_impression,SPA_impression,fincast_impression,promotion,google_search_index,amz_search_without_keywords,amazon_rev,dtc_rev,total_rev,gsc,SPA品类词_spend,SPA竞品词_spend,SPA品牌词_spend,SB品类词_spend,SB竞品词_spend,SB品牌词_spend,SB品类词_impression,SB竞品词_impression,SB品牌词_impression,SPA品类词,SPA竞品词,SPA品牌词
2024-9-15,471.75,0,22668.04,0,18345.05,0,0,68526.12,14012.24,53847.03,52519.31,83012.64,64842.93,7348.87,399823.85,0,24902,0,173048,0,3649824,0,0,6495588,5898593,28185020,5437041,11567131,4290692,884259,50683615,0,0,62,1022282,11298417.17,423982.09,11722399.26,316652,224562.13,49318.89,125942.83,29616,1102.64,34124.29,2403271,229545,1657876,2403271,229545,1657876
2024-9-22,628.61,0,19189.47,0,16936.38,0,0,76285.02,20236.04,55527.26,194415.78,84555.66,69405.57,6163.33,352036.78,0,29740,0,172755,0,3941438,0,0,7867314,8451740,15928177,27299479,10760938,4357850,795287,40629836,0,0,63,1110990,11276968.56,378211.18,11655179.74,319244,189453.15,46700.48,115883.15,31583.71,1314.96,36506.9,2408284,233444,1716122,2408284,233444,1716122
2024-9-29,678.91,0,27609.89,0,15625.95,0,0,56702.12,18696.15,56607.6,10817.6,279360.19,69268.3,6326.62,311260.45,0,39885,0,280591,0,3540114,0,0,6734155,10496642,16558137,1064112,20476248,4221494,814751,37710593,0,0,63,1012286,10569559.85,360958.19,10930518.04,314404,163221.6,39953.61,108085.24,30847.38,920.26,37500.66,2519362,205532,1496600,2519362,205532,1496600
2024-10-6,667.04,0,34067.06,0,14066.02,0,0,76120.03,15510.05,43486.35,16739.62,273063.86,85200.46,13281.03,457968.29,0,35196,0,430993,0,2955141,0,0,8116018,8501697,12606473,1841183,22223604,5130927,1188184,50715521,0,1,86,1930356,20607776.63,491617.85,21099394.48,377422,212110.45,57635.21,188222.63,38333.52,1436.81,45430.13,2780527,153417,2196983,2780527,153417,2196983
2024-10-13,563.68,0,20361.57,0,15658.83,0,0,57759.48,10054.98,29020.67,6994.05,74137.01,59977.61,6883.29,346096.06,0,22301,0,152113,0,3248687,0,0,6547428,5995000,9320742,521563,7611835,3824349,949564,38923208,0,0,62,961283,10854861.98,351856.05,11206718.03,291836,175027.43,50843.03,120225.6,28197.32,1290.83,30489.46,2136242,134177,1553930,2136242,134177,1553930
2024-10-20,665.65,0,18300.14,0,17370.06,0,0,56000.86,9358.65,31282.62,10948.64,84169.77,55309.79,4666.5,296459.5,0,22670,0,133307,0,3488905,0,0,8213295,3484204,17685721,523744,9011521,3545825,572547,34572377,0,0,56,899469,10202098.89,366612.38,10568711.27,272207,141108.26,49466.3,105884.94,21453.58,2686.6,31169.61,1772174,187742,1585909,1772174,187742,1585909
2024-10-27,567.11,0,15463.83,0,18675.04,0,0,74127.79,8546.98,48411.47,9616.94,124113.61,43207.48,4711.45,269075.9,43596.0421,27713,0,123682,0,3615272,0,0,8710487,3035153,38340725,500760,12355963,3299125,556297,26600484,0,0,52,860441,8991614.54,349269.83,9340884.37,261532,134552.13,49992.39,84531.38,16002.64,2177.09,25027.75,1724466,178166,1396493,1724466,178166,1396493
2024-11-3,595.29,0,20589.79,0,18822.95,0,0,115027.2,7338.39,67758.77,6784.8,177939.22,40964.65,4013.46,237171.19,164332.16,30018,0,144269,0,3756256,0,0,13737746,3546819,40791878,388458,19244776,3227408,643305,26247962,5272788,0,51,889096,9212324.79,451927.66,9664252.45,274488,116828.11,39244.67,81098.41,14928.94,821.7,25214.01,1686408,51617,1489383,1686408,51617,1489383
2024-11-10,438.97,0,24703.59,0,19154.3,0,0,125771.98,6404.07,57107.01,4199.76,158647.73,42700.04,5015.02,254024.92,204545.5195,28553,0,147530,0,4134693,0,0,12041741,2402150,23457123,104361,14602539,3431037,759842,40093617,5272788,0,58,995944,10386637.59,473982.31,10860619.9,305197,113390.91,49091.61,91542.4,16502.51,457.35,25740.18,1689755,11728,1729554,1689755,11728,1729554
2024-11-17,346.95,0,32181.01,0,19753.87,0,0,184739.3,7794.35,40566.69,4118.53,233230.5,57222.67,9520.9,310534.14,232617.8621,20497,0,171804,0,4619170,0,0,19729963,2017552,11262755,115799,21508771,3630026,732863,50760492,5272788,1,77,1386275,16087802.51,722979.84,16810782.35,368900,131038.8,49862.09,129633.25,21347.41,1675.08,34200.18,1721543,177573,1730910,1721543,177573,1730910
2024-11-24,1611.84,0,36625.88,0,27508.75,0,0,389744.68,12426.24,276342.6,10737.83,475962.68,70118.19,12519.62,423741.99,267424.6104,31662,0,181878,0,5339682,0,0,34276963,1808010,33431948,729567,37221715,4454674,701895,84353843,5272788,1,100,2114452,24970468.47,1226095.13,26196563.6,464007,171985.2,58480.57,193276.22,21485.99,3267.69,45364.51,1811323,521131,2122220,1811323,521131,2122220
2024-12-1,2593.62,0,35731.6,0,33790.44,0,0,197115.63,3665.59,378118.32,247,249066.38,42215.29,4945.98,231024.78,218696.8688,43978,0,188074,0,5620242,0,0,17400901,957933,41027490,3636,24721460,3153902,667475,33605365,4097343,1,87,1529678,16162644.35,868770.87,17031415.22,400087,86844.6,35727.48,108452.71,15180.73,1514.06,25520.5,1397036,133728,1623138,1397036,133728,1623138
2024-12-8,366.93,0,31493.09,0,21051.73,0,0,151792.56,1031.04,124233.92,0,258595.22,35663.81,3567.4,223465.49,283109.256,41598,0,223057,0,4397554,0,0,12544885,415197,13432379,0,28552896,3210721,475879,28475676,4097343,0,74,1134496,14532207.62,582297.41,15114505.03,366560,80981.76,37798.05,104656.65,14779.17,703.4,20181.24,1372411,20158,1818152,1372411,20158,1818152
2024-12-15,0,0,23454.39,0,22657.4,0,0,194472.27,0,0,0,193841.26,30691.56,2547.45,195114.51,30438.8175,38424,0,261879.96,0,5261832,0,0,16789029,0,0,0,25308369,2777407,354846,21749806,4097343,0,72,1161950,12906823.25,436929.46,13343752.71,321513,66022.96,35655.1,94240.58,13598.77,700.58,16392.21,1221361,19788,1536258,1221361,19788,1536258
2024-12-22,0,0,20922.79,0,22545.06,0,0,121208.37,0,0,0,115667.33,30277.27,2547,206208.66,0,34026,0,263925,0,5109703,0,0,12813336,0,0,0,17975370,3047347,279933,19839181,0,0,83,1125071,9881134.84,339583.39,10220718.23,321516,75331.6,37014.56,94875.06,12832.72,1051.08,16393.47,1640149,35471,1371727,1640149,35471,1371727
2024-12-29,0,0,18900.6,0,19671.99,0,0,62498.16,0,0,0,62204.09,32526.75,2364.75,201098.25,0,43399,0,201633.98,0,4674483,0,0,8394622,0,0,0,12745805,3491273,329469,20592505,0,0,69,1021472,10276159.11,330296.74,10606455.85,287469,80462.23,35059.95,85828.45,14190.53,1013.32,17322.9,1807314,28852,1655107,1807314,28852,1655107
2025-1-5,0,0,21057.33,0,19458.63,0,0,43294.14,0,0,0,49252.41,31711.03,2228.49,223557.99,0,51040,0,188919,0,5004581,0,0,5960968,0,0,0,14698695,3859334,317944,22860136,0,0,73,988471,11360169.51,533335.23,11893504.74,324860,87883.18,41201.92,94472.89,12738.91,795.09,18177.03,1892257,22282,1944795,1892257,22282,1944795
2025-1-12,0,0,19626.18,0,20818.5,0,0,51337.36,0,7526.6,0,59918.75,27942.12,1889.93,197766.82,0,56722,0,175386,0,5161763,0,0,6566765,0,2194152,0,12804975,3664968,280221,21395478,0,0,61,901545,10208094.53,332548.7,10540643.23,289324,82988.45,33100.79,81677.58,12331.14,593.05,15017.93,1847932,17255,1799781,1847932,17255,1799781
2025-1-19,0,0,14024.9,0,16508.36,0,0,63152.26,0,4984.88,0,54547.66,26289.36,714.97,190743.27,0,43362,0,130660,0,4534821,0,0,7304697,0,1354983,0,13460384,4754698,135114,18251178,0,0,53,846498,9516492.14,289159.14,9805651.28,302016,82861.5,30996.79,76884.98,12003.56,513.05,13772.75,2190465,14567,2549666,2190465,14567,2549666
2025-1-26,0,0,10715.75,0,13673.61,0,0,50672.4,0,6080.51,0,70206.61,22698.24,583.24,192590.28,0,31803,0,92856,0,3520601,0,0,6069855,0,816102,0,15909095,4946254,116571,19080422,0,0,49,771242,9553507.77,292874.48,9846382.25,278408,85429.47,34697.09,72463.72,10661.26,388.14,11648.84,2069301,17330,2859623,2069301,17330,2859623
2025-2-2,0,0,11158.8,0,12179.93,0,0,41867.78,0,7411.06,2695.38,46931.85,24593.19,598.2,238351.44,0,42053,0,108789,0,2832259,0,0,5344587,0,1670411,123495,10985664,5036691,128399,23034173,0,0,55,798262,10170869.57,344553.83,10515423.4,318393,118348.8,40466.54,79536.1,12250.09,362.03,11981.07,2104725,16616,2915350,2104725,16616,2915350
2025-2-9,0,0,11442.98,0,16278.76,0,0,35817.87,0,4918.33,7888.34,38942.11,18819.26,315.01,226061.58,0,32902,0,92488,0,3549080,0,0,4364135,0,1532812,1066148,8566660,3137276,92131,19897427,0,0,51,755810,8939930.21,326748.08,9266678.29,332297,117801.18,39944.41,68315.99,10608.51,408.8,7801.95,1674344,18320,1444612,1674344,18320,1444612
2025-2-16,0,0,12923.14,0,13795.4,0,0,46384.81,0,7332.69,21179.41,43607.35,26842.75,340.96,248233.76,0,59912,0,132628,0,3483315,0,0,5501510,0,3006831,2529518,10179358,3390703,76863,19897747,0,0,55,846917,9594108.89,267342.44,9861451.33,355407,135268.37,40231.42,72733.97,15560.39,885.33,10397.03,2262214,16270,1112219,2262214,16270,1112219
2025-2-23,0,0,11752.41,0,11298.14,0,0,50637.41,0,6807.81,27634.25,46743.02,25842.65,269.87,227753.36,0,18666,0,100575,0,3139561,0,0,6233031,0,2035305,3225506,10145565,2897034,58866,19771643,0,0,54,796863,9846332.15,324382.25,10170714.4,368062,119381.13,37017.52,71354.71,12316.82,942.35,12583.48,1550740,19152,1327142,1550740,19152,1327142
2025-3-2,0,0,12465.31,0,14079.08,0,0,30169.32,0,2126.97,30276.91,35563.65,26868.08,247.45,249346.04,0,17163,0,111200,0,3441129,0,0,3512798,0,923139,4301222,7902548,2562196,70369,19472926,0,0,59,825288,10174640.17,322469.79,10497109.96,371623,129976.49,43497.83,75871.72,12376.87,911.78,13579.43,1072873,18592,1470731,1072873,18592,1470731
2025-3-9,0,0,16359.84,0,19508.25,0,0,27158.12,0,2122.24,703.88,34482.95,18213.59,128.59,183874.32,0,28608,0,141487,0,4038820,0,0,3123009,0,1034869,38307,7140752,1629508,31437,15554317,0,0,59,804064,9409836.19,353821.23,9763657.42,371734,94826.91,33118.82,55928.58,8746.55,1025.83,8441.21,767980,18425,843103,767980,18425,843103
2025-3-16,0,0,18468.51,0,13947.06,0,0,22415.16,0,2091.33,0,35316.25,17303.56,192.93,177555.23,0,16624,0,142324,0,3123775,0,0,2544328,0,592036,0,7105237,2312935,38700,16926783,0,0,55,796709,9381282.94,322112.18,9703395.12,354414,94267.75,28488.74,54798.74,7959.25,423.07,8921.24,867084,7295,1438556,867084,7295,1438556
2025-3-23,0,0,16276.63,0,14000.81,0,0,37715.56,0,3850.22,0,45317.7,21082.78,439.64,212396.05,0,14843,0,135681,0,3185584,0,0,4340236,0,1114199,0,8283016,2656123,45825,18805903,0,0,56,885855,11119695.16,408535.84,11528231,363576,110763.03,40897.47,60735.55,10409.53,14.31,10658.94,993352,52,1662719,993352,52,1662719
2025-3-30,0,0,11801.53,0,11903.76,0,0,54638.86,0,544.52,8736.64,25605.85,14176.05,88.09,157278.47,0,19247,0,87977,0,2782121,0,0,29455816,0,234426,1411864,6084034,1926963,22960,15786440,0,0,51,839207,9226509.6,293117.98,9519627.58,344250,82336.33,31759.86,43182.28,6072.13,12.58,8091.34,627708,20,1299235,627708,20,1299235
2025-4-6,0,0,10974.13,0,10674.16,0,0,77928.33,0,0,26107.86,21575.68,11430.28,65.8,105285.64,0,23341,0,91668,0,2220400,0,0,14946296,0,0,5097786,5753234,1524342,9463,11844746,0,0,49,827609,8531609.51,239971.6,8771581.11,339390,52401.75,20065.83,32818.06,3214.67,12.16,8203.45,432430,58,1091854,432430,58,1091854
2025-4-13,0,0,9801.84,0,11716.43,0,0,72838.73,0,1442.51,14492.72,23475.79,11201.44,0,126083.28,0,20946,0,83225,0,2710996,0,0,8278138,0,183221,3479154,4794773,1860840,0,12354327,0,0,48,784931,8240924.88,305421.24,8546346.12,346807,71077.62,24427.06,30578.6,4369.48,10.16,6821.8,841152,70,1019618,841152,70,1019618
2025-4-20,0,0,9212.85,0,10909.75,0,0,30443.56,0,4731.83,0,23146.97,11953.24,0,146738.92,0,5613,0,70273,0,2682863,0,0,3977140,0,1287206,0,4585053,2386572,0,13561081,0,0,72,787319,9068719.37,346152.42,9414871.79,549596,83453.62,29602.06,33683.24,4700.82,13.87,7238.55,969204,70,1417298,969204,70,1417298
2025-4-27,0,0,8879.86,0,9253.04,0,0,35312.51,0,6229.43,0,23612.42,10712.62,0,144984.16,0,0,0,66127,0,2423261,0,0,4770317,0,1746862,0,6112649,2455815,0,15055126,0,0,84,813008,9503233.33,362122.69,9865356.02,583972,79972.26,35378.46,29633.44,3989.49,10.56,6712.57,1019365,34,1436416,1019365,34,1436416
2025-5-4,0,0,9068.35,0,9389.36,0,0,35574.59,0,6538.5,423.61,79508.34,11616.63,570.49,170199.95,0,0,0,64166,0,2364574,0,0,4919031,0,1840111,85346,7704301,2562134,193109,16161916,0,0,78,814410,10070082.98,324778.02,10394861,611584,95130.81,46065.9,29003.24,4151.13,513.03,6952.47,1059606,6099,1496429,1059606,6099,1496429
2025-5-11,0,0,10570.49,0,11249.02,0,0,31718.05,0,6420.91,543.88,116796.01,11861.34,470,199970.18,0,0,0,67778,0,2537692,0,0,4399956,0,2203052,199233,9359422,2096148,122016,19976919,0,0,67,816878,10124434.25,346314.68,10470748.93,618053,110790.25,53878.56,35301.37,3898.34,750.67,7212.33,854265,9139,1232744,854265,9139,1232744
2025-5-18,0,0,11757.09,0,14753.08,0,0,49005.64,0,12936.66,279.98,103817.98,12064.75,1343.86,215269.61,0,0,0,86828,0,3203992,0,0,6118950,0,2934693,120904,9488545,2160593,282904,21338879,0,0,64,833190,10020059.06,335437.75,10355496.81,683988,114284.16,63092.64,37892.81,4149.43,762.22,7153.1,931248,8450,1220895,931248,8450,1220895
2025-5-25,0,0,8830.95,0,12217.12,0,0,41730.43,0,11293.74,239.84,84028.35,11033.49,1752.96,186273.46,0,0,0,63696,0,2921468,0,0,5457249,0,2144625,110742,9058546,2007168,375485,17480263,0,0,68,885084,9769358.86,373265.54,10142624.4,644528,95474.02,56625.43,34174.01,3544.61,1258.71,6230.17,853699,18899,1134570,853699,18899,1134570

